playerID,year,SeasonsPlayed,Games,AtBats,Runs,Hits,Doubles,Triples,HomeRuns,RunsBattedIn,StolenBases,CaughtStealing,Walks,Strikeouts,IntentionalWalks,HitsByPitch,SacrificeHits,SacrificeFlies,GroundedIntoDoublePlays,BattingAverage,OnBasePercentage,SluggingPercentage,isArbitrationEligible,isFreeAgent,year_salary,teamID,salary,LogSalary,LogSalaryDifference,SalaryRatio
mesorde01,2012,0,54,165,17,35,8,0,5,14.0,1.0,1.0,17,33.0,4.0,1.0,0.0,1.0,2.0,0.21212121212121213,0.28804347826086957,0.3515151515151515,False,False,2013,CIN,480000,5.681241237375588,-0.1881960058801022,0.648341757764723
mesorde01,2013,1,103,323,31,77,13,0,9,42.0,0.0,2.0,24,61.0,4.0,0.0,0.0,5.0,9.0,0.23839009287925697,0.2869318181818182,0.3622291021671827,False,False,2014,CIN,525000,5.720159303405957,-0.19441453635131545,0.6391244965729949
mesorde01,2014,2,114,384,54,105,25,0,25,80.0,1.0,3.0,41,103.0,4.0,12.0,0.0,3.0,5.0,0.2734375,0.35909090909090907,0.5338541666666666,False,False,2015,CIN,2525000,6.402261382454681,-0.4099893585470804,0.3890546778262367
metcatr01,2007,0,57,161,25,41,12,1,5,21.0,0.0,1.0,13,41.0,0.0,0.0,5.0,2.0,6.0,0.2546583850931677,0.3068181818181818,0.43478260869565216,False,False,2008,TEX,392000,5.593286067020458,-0.09403925492340637,0.8053056481022752
meulehe01,1991,0,96,288,37,64,8,1,6,29.0,3.0,0.0,18,97.0,1.0,4.0,1.0,2.0,7.0,0.2222222222222222,0.27564102564102566,0.3194444444444444,False,False,1992,NYA,132500,5.122215878272827,0.522508372034304,3.3304918254299305
meyerjo01,1988,0,103,327,22,86,18,0,11,45.0,0.0,1.0,23,88.0,2.0,1.0,0.0,1.0,9.0,0.26299694189602446,0.3125,0.41896024464831805,False,False,1989,ML4,95000,4.977723605288848,0.6969106306483557,4.976346709121428
michaja01,2004,0,115,299,44,82,12,0,10,40.0,2.0,2.0,42,80.0,1.0,2.0,0.0,3.0,3.0,0.27424749163879597,0.36416184971098264,0.41471571906354515,False,False,2005,PHI,825000,5.9164539485499255,-0.37616093861993694,0.42057074655475046
michaja01,2005,1,105,289,54,88,16,2,4,31.0,3.0,3.0,44,45.0,1.0,4.0,2.0,4.0,3.0,0.3044982698961938,0.39882697947214074,0.41522491349480967,False,False,2006,CLE,1500000,6.176091259055681,-0.6430374029391333,0.22749014999692985
michaja01,2006,2,123,494,77,132,32,1,9,55.0,9.0,5.0,43,101.0,0.0,3.0,2.0,6.0,6.0,0.26720647773279355,0.326007326007326,0.39068825910931176,False,False,2007,CLE,2050000,6.311753861055754,-0.37913488953372987,0.4177006109304286
michaja01,2007,3,105,267,43,72,11,1,7,39.0,3.0,4.0,20,50.0,1.0,3.0,2.0,3.0,3.0,0.2696629213483146,0.3242320819112628,0.3970037453183521,True,False,2008,CLE,2200000,6.342422680822207,-0.41635604674718607,0.38339280048754043
michaja01,2008,4,102,228,25,52,9,1,8,44.0,1.0,0.0,23,52.0,0.0,1.0,1.0,1.0,9.0,0.22807017543859648,0.30039525691699603,0.3815789473684211,True,False,2009,HOU,750000,5.8750612633917,0.05837714526956983,1.1438712517746763
michaja01,2009,5,102,135,17,32,12,1,4,16.0,1.0,2.0,16,38.0,0.0,1.0,0.0,0.0,2.0,0.23703703703703705,0.3223684210526316,0.42962962962962964,True,False,2010,HOU,800000,5.903089986991944,-0.12984042750388003,0.7415826704136497
michaja01,2010,6,106,186,23,47,14,1,8,26.0,0.0,0.0,12,29.0,1.0,4.0,0.0,1.0,3.0,0.25268817204301075,0.3103448275862069,0.46774193548387094,False,True,2011,HOU,900000,5.954242509439325,0.03611269609960566,1.086707579346102
middlwi01,2012,0,75,267,34,77,14,0,15,54.0,4.0,1.0,13,70.0,0.0,3.0,0.0,3.0,8.0,0.2883895131086142,0.32517482517482516,0.5093632958801498,False,False,2013,BOS,498000,5.697229342759718,0.059925993609804884,1.1479579858876163
middlwi01,2013,1,94,348,41,79,18,0,17,49.0,3.0,1.0,20,98.0,3.0,2.0,1.0,3.0,13.0,0.22701149425287356,0.2707774798927614,0.42528735632183906,False,False,2014,BOS,540000,5.732393759822968,0.1141509145132682,1.3006214570296561
middlwi01,2014,2,63,215,14,41,10,0,2,19.0,1.0,1.0,15,70.0,1.0,4.0,0.0,0.0,7.0,0.19069767441860466,0.2564102564102564,0.2651162790697674,False,False,2015,SDN,540500,5.732795698289329,-0.09635570267235138,0.8010217292744065
mientdo01,2001,1,151,543,77,166,39,1,15,74.0,2.0,6.0,67,92.0,6.0,9.0,0.0,7.0,10.0,0.30570902394106814,0.3865814696485623,0.46408839779005523,False,False,2002,MIN,285000,5.45484486000851,0.5651261374832313,3.67388990302853
mientdo01,2002,2,143,467,60,122,29,1,10,64.0,1.0,2.0,74,69.0,8.0,6.0,0.0,7.0,7.0,0.26124197002141325,0.36462093862815886,0.39186295503211993,False,False,2003,MIN,1750000,6.243038048686294,-0.4674790721538242,0.34081674773208115
mientdo01,2003,3,142,487,67,146,38,1,11,65.0,4.0,1.0,74,55.0,4.0,5.0,2.0,6.0,9.0,0.2997946611909651,0.39335664335664333,0.44969199178644764,True,False,2004,MIN,2800000,6.447158031342219,-0.018393410798688947,0.9585319406104807
mientdo01,2004,4,78,284,34,70,18,0,5,25.0,2.0,2.0,38,38.0,2.0,3.0,2.0,1.0,9.0,0.24647887323943662,0.34049079754601225,0.3626760563380282,True,False,2005,NYN,3750000,6.574031267727719,-0.36365006904356356,0.43286246767687353
mientdo01,2005,5,87,275,36,66,13,0,11,29.0,0.0,1.0,32,39.0,7.0,2.0,2.0,2.0,11.0,0.24,0.3215434083601286,0.4072727272727273,True,False,2006,KCA,1850000,6.267171728403014,-0.09193081272828252,0.8092248061744369
mientdo01,2006,6,91,314,37,89,24,2,4,43.0,3.0,0.0,35,50.0,1.0,5.0,1.0,5.0,6.0,0.28343949044585987,0.3593314763231198,0.410828025477707,False,True,2007,NYA,1500000,6.176091259055681,0.20379499876119223,1.5988031629399133
mientdo01,2007,7,72,166,26,46,12,0,5,24.0,0.0,0.0,16,23.0,0.0,3.0,6.0,1.0,3.0,0.27710843373493976,0.34946236559139787,0.4397590361445783,False,True,2008,PIT,750000,5.8750612633917,0.22443180327155954,1.6766090392208692
mieskma01,1994,0,84,259,39,67,13,1,10,38.0,3.0,5.0,21,62.0,0.0,3.0,2.0,1.0,6.0,0.25868725868725867,0.3204225352112676,0.43243243243243246,False,False,1995,ML4,135000,5.1303337684950066,0.41595211954668887,2.605866240488435
mieskma01,1995,1,117,267,42,67,13,1,12,48.0,2.0,4.0,27,45.0,0.0,4.0,0.0,5.0,8.0,0.250936329588015,0.3234323432343234,0.4419475655430712,False,False,1996,ML4,200000,5.301029995663981,0.08570162512935031,1.2181523998234167
mieskma01,1996,2,127,374,46,104,24,3,14,64.0,1.0,5.0,26,76.0,2.0,2.0,1.0,6.0,9.0,0.27807486631016043,0.3235294117647059,0.47058823529411764,False,False,1997,ML4,500000,5.698970004336019,-0.126597609052979,0.7471406930948247
mieskma01,1997,3,84,253,39,63,15,3,5,21.0,1.0,0.0,19,50.0,2.0,0.0,0.0,1.0,12.0,0.2490118577075099,0.30036630036630035,0.391304347826087,True,False,1998,CHN,550000,5.740362689494244,0.38436193133094054,2.423047519282229
milesaa01,2004,0,134,522,75,153,15,3,6,47.0,12.0,7.0,29,53.0,0.0,2.0,7.0,6.0,12.0,0.29310344827586204,0.3291592128801431,0.367816091954023,False,False,2005,COL,326000,5.513217600067939,0.1305264287210237,1.3505990152187084
milesaa01,2005,1,99,324,37,91,12,3,2,28.0,4.0,2.0,8,38.0,1.0,4.0,10.0,1.0,6.0,0.2808641975308642,0.3056379821958457,0.3549382716049383,False,False,2006,SLN,350000,5.544068044350276,-0.06328417880401993,0.86440211571918
milesaa01,2006,2,135,426,48,112,20,5,2,30.0,2.0,1.0,38,42.0,9.0,2.0,2.0,3.0,8.0,0.26291079812206575,0.32409381663113007,0.3474178403755869,False,False,2007,SLN,1000000,6.0,-0.4576888176099221,0.34858699649954095
milesaa01,2007,3,133,414,55,120,16,1,2,32.0,2.0,1.0,25,40.0,1.0,1.0,4.0,5.0,11.0,0.2898550724637681,0.32808988764044944,0.34782608695652173,True,False,2008,SLN,1400000,6.146128035678238,-0.08417763581944904,0.8238010936601511
milesaa01,2008,4,134,379,49,120,15,2,4,31.0,3.0,3.0,23,37.0,2.0,0.0,5.0,1.0,13.0,0.316622691292876,0.3548387096774194,0.39841688654353563,True,False,2009,CHN,2200000,6.342422680822207,-0.3518821623094164,0.44475192622176674
milesaa01,2009,5,74,157,17,29,7,1,0,5.0,3.0,0.0,8,21.0,1.0,0.0,5.0,0.0,4.0,0.18471337579617833,0.22424242424242424,0.24203821656050956,True,False,2010,CIN,2700000,6.431363764158987,-0.6036378264171356,0.24909337304136198
milesaa01,2010,6,79,139,14,39,5,0,0,9.0,0.0,1.0,6,14.0,1.0,1.0,3.0,2.0,1.0,0.2805755395683453,0.3108108108108108,0.31654676258992803,False,True,2011,LAN,500000,5.698970004336019,0.1281007742683551,1.3430765742548971
millake01,1999,0,105,351,48,100,17,4,9,67.0,1.0,0.0,40,64.0,2.0,7.0,1.0,8.0,7.0,0.2849002849002849,0.3620689655172414,0.43304843304843305,False,False,2000,FLO,265000,5.423245873936808,0.2866064214385595,1.9346678801034545
millake01,2000,1,123,259,36,67,14,3,14,42.0,0.0,0.0,36,47.0,0.0,8.0,0.0,2.0,5.0,0.25868725868725867,0.3639344262295082,0.4980694980694981,False,False,2001,FLO,700000,5.845098040014257,-0.34638505340825,0.45041717936861375
millake01,2001,2,144,449,62,141,39,5,20,85.0,0.0,0.0,39,70.0,2.0,5.0,0.0,2.0,8.0,0.31403118040089084,0.37373737373737376,0.5567928730512249,False,False,2002,FLO,900000,5.954242509439325,-0.1027415470612203,0.7893297157890987
millake01,2002,3,126,438,58,134,41,0,16,57.0,0.0,2.0,40,74.0,0.0,5.0,0.0,6.0,15.0,0.3059360730593607,0.3660531697341513,0.5091324200913242,True,False,2003,BOS,2000000,6.301029995663981,0.2277658916186338,1.6895299374641497
millake01,2003,4,148,544,83,150,30,1,25,96.0,3.0,2.0,60,108.0,5.0,5.0,0.0,9.0,14.0,0.2757352941176471,0.3478964401294498,0.4724264705882353,True,False,2004,BOS,3300000,6.518513939877887,0.05427575507964999,1.133119608638545
millake01,2004,5,150,508,74,151,36,0,18,74.0,1.0,1.0,57,91.0,0.0,17.0,0.0,6.0,16.0,0.297244094488189,0.3826530612244898,0.4744094488188976,True,False,2005,BOS,3500000,6.544068044350276,0.19719576959323604,1.5746925383373909
millake01,2005,6,134,449,57,122,28,1,9,50.0,0.0,1.0,54,74.0,0.0,8.0,0.0,8.0,12.0,0.2717149220489978,0.35452793834296725,0.3986636971046771,False,True,2006,BAL,2100000,6.3222192947339195,0.19111203132688903,1.5527875179488007
millake01,2006,7,132,430,64,117,26,0,15,64.0,1.0,1.0,59,74.0,3.0,12.0,0.0,2.0,14.0,0.27209302325581397,0.37375745526838966,0.4372093023255814,False,True,2007,BAL,2750000,6.439332693830263,0.16927843732944847,1.4766529499311505
millake01,2007,8,140,476,63,121,26,1,17,63.0,1.0,1.0,76,94.0,2.0,8.0,0.0,2.0,8.0,0.2542016806722689,0.36476868327402134,0.42016806722689076,False,True,2008,BAL,3800000,6.57978359661681,0.012749951335472964,1.0297930378047868
millake01,2008,9,145,531,73,124,25,0,20,72.0,0.0,1.0,71,93.0,3.0,2.0,0.0,6.0,8.0,0.2335216572504708,0.32295081967213113,0.3935969868173258,False,True,2009,TOR,850000,5.929418925714293,0.5948188612012473,3.9338596486617474
millebr02,2013,0,76,306,41,81,11,6,8,36.0,5.0,3.0,24,52.0,0.0,1.0,2.0,2.0,2.0,0.2647058823529412,0.3183183183183183,0.41830065359477125,False,False,2014,SEA,510100,5.707655323531187,-0.13531568851715114,0.7322920367841036
millebr02,2014,1,123,367,47,81,15,4,10,36.0,4.0,2.0,34,95.0,2.0,2.0,3.0,3.0,2.0,0.22070844686648503,0.2881773399014778,0.3651226158038147,False,False,2015,SEA,527600,5.722304786874328,-0.16375808501847366,0.6858701702102276
millebr02,2015,2,144,438,44,113,22,4,11,46.0,13.0,4.0,47,101.0,0.0,2.0,4.0,6.0,7.0,0.2579908675799087,0.3286004056795132,0.4018264840182648,False,False,2016,TBA,527600,5.722304786874328,-0.06502401147052428,0.8609461504869854
milleda02,1998,0,57,168,17,48,14,2,3,14.0,1.0,0.0,11,43.0,2.0,2.0,2.0,0.0,2.0,0.2857142857142857,0.3370165745856354,0.44642857142857145,False,False,1999,ARI,240000,5.380211241711606,0.1823981039458351,1.5219420063550815
milleda02,1999,1,86,296,35,80,19,0,11,47.0,0.0,0.0,19,78.0,3.0,2.0,0.0,3.0,6.0,0.2702702702702703,0.315625,0.44594594594594594,False,False,2000,ARI,300000,5.477121254719663,0.27821130212144407,1.8976289711574605
milleda02,2000,2,100,324,43,89,24,0,10,44.0,2.0,2.0,36,74.0,4.0,1.0,1.0,2.0,6.0,0.27469135802469136,0.34710743801652894,0.44135802469135804,False,False,2001,ARI,1250000,6.096910013008056,-0.36864513641498586,0.42791239209730936
milleda02,2001,3,123,380,45,103,19,0,13,47.0,0.0,1.0,35,80.0,9.0,4.0,4.0,2.0,9.0,0.2710526315789474,0.33729216152019004,0.4236842105263158,True,False,2002,ARI,2650000,6.423245873936808,-0.16623950118581465,0.6819625072904824
milleda02,2002,4,101,297,40,74,22,0,11,42.0,0.0,0.0,38,88.0,5.0,3.0,2.0,0.0,14.0,0.24915824915824916,0.34023668639053256,0.43434343434343436,True,False,2003,CHN,2700000,6.431363764158987,-0.09482543243982011,0.8038491697845702
milleda02,2003,5,114,352,34,82,19,1,9,36.0,1.0,0.0,39,91.0,6.0,1.0,7.0,1.0,15.0,0.23295454545454544,0.3104325699745547,0.3693181818181818,True,False,2004,OAK,3000000,6.477121254719663,-0.21995225885573966,0.6026258279137654
milleda02,2004,6,110,397,39,108,25,0,9,58.0,0.0,1.0,39,87.0,0.0,2.0,2.0,2.0,19.0,0.27204030226700254,0.3386363636363636,0.40302267002518893,False,True,2005,MIL,3250000,6.511883360978874,-0.019837304964758218,0.955350411564509
milleda02,2005,7,114,385,50,105,25,1,9,43.0,0.0,1.0,37,94.0,6.0,4.0,2.0,3.0,16.0,0.2727272727272727,0.34032634032634035,0.412987012987013,False,True,2006,MIL,3250000,6.511883360978874,0.026004105871892946,1.0617055946427516
milleda02,2006,8,101,331,34,83,28,0,6,38.0,0.0,0.0,33,86.0,7.0,4.0,3.0,5.0,11.0,0.25075528700906347,0.32171581769436997,0.38972809667673713,False,True,2007,MIL,2250000,6.352182518111363,0.1383761092239526,1.3752324430546765
milleke01,1989,0,57,143,15,33,7,0,1,7.0,6.0,0.0,5,27.0,0.0,1.0,3.0,0.0,3.0,0.23076923076923078,0.26174496644295303,0.3006993006993007,False,False,1990,NYN,100000,5.0,0.40324903211665486,2.5307487564387574
milleke01,1990,1,88,233,42,60,8,0,1,12.0,16.0,3.0,23,46.0,1.0,2.0,2.0,2.0,2.0,0.2575107296137339,0.3269230769230769,0.30472103004291845,False,False,1991,NYN,260000,5.414973347970818,0.048979383354970984,1.1193847432439936
milleke01,1991,2,98,275,41,77,22,1,4,23.0,14.0,4.0,23,44.0,0.0,5.0,0.0,1.0,2.0,0.28,0.34539473684210525,0.4109090909090909,False,False,1992,KCA,575000,5.7596678446896306,-0.1581890941406714,0.6947217661539346
milleke01,1992,3,106,416,57,118,24,4,4,38.0,16.0,6.0,31,46.0,0.0,14.0,1.0,2.0,1.0,0.28365384615384615,0.35205183585313177,0.3894230769230769,True,False,1993,KCA,1090000,6.037426497940624,0.3286149068006514,2.1311543594999196
millela02,2006,0,56,166,14,40,7,2,4,22.0,1.0,2.0,12,39.0,4.0,5.0,1.0,1.0,4.0,0.24096385542168675,0.30978260869565216,0.3795180722891566,False,False,2007,NYN,383000,5.583198773968623,-0.07908644877203219,0.8335152521818211
millela02,2007,1,59,184,27,50,9,1,7,29.0,3.0,2.0,13,42.0,2.0,7.0,1.0,1.0,5.0,0.2717391304347826,0.34146341463414637,0.44565217391304346,False,False,2008,WAS,402500,5.6047658847038875,0.02732836593861787,1.0649479109148472
millela02,2008,2,138,523,65,140,24,2,14,61.0,24.0,9.0,38,96.0,1.0,14.0,5.0,7.0,19.0,0.2676864244741874,0.32989690721649484,0.40152963671128106,False,False,2009,WAS,452000,5.6551384348113825,0.36526541547619384,2.3188113393732137
millela02,2009,3,58,220,20,64,11,0,4,20.0,6.0,4.0,12,37.0,0.0,3.0,2.0,2.0,4.0,0.2909090909090909,0.3333333333333333,0.39545454545454545,True,False,2010,PIT,452000,5.6551384348113825,0.4524689836518707,2.8344511960466114
millela02,2010,4,113,379,38,105,21,3,4,34.0,5.0,3.0,28,62.0,3.0,3.0,2.0,0.0,7.0,0.2770448548812665,0.33170731707317075,0.37994722955145116,True,False,2011,CHA,500000,5.698970004336019,0.4805010223899604,3.0234376880982006
milleor01,1995,0,92,324,36,85,20,1,5,36.0,3.0,4.0,22,71.0,8.0,5.0,4.0,0.0,7.0,0.2623456790123457,0.3190883190883191,0.3765432098765432,False,False,1996,HOU,205000,5.311753861055754,0.3650268701326729,2.3175380333883484
milleor01,1996,1,139,468,43,120,26,2,15,58.0,3.0,7.0,14,116.0,4.0,10.0,1.0,3.0,14.0,0.2564102564102564,0.2909090909090909,0.4166666666666667,False,False,1997,DET,337500,5.528273777167044,0.301602297891983,2.0026372864506454
millira01,1989,0,124,365,56,98,23,5,12,45.0,9.0,5.0,74,75.0,2.0,3.0,0.0,2.0,12.0,0.2684931506849315,0.39414414414414417,0.4575342465753425,False,False,1990,BAL,155000,5.190331698170292,0.48627221179405655,3.0638832458568994
millira01,1990,1,109,362,64,96,20,1,20,60.0,6.0,3.0,88,68.0,3.0,2.0,0.0,4.0,11.0,0.26519337016574585,0.40789473684210525,0.49171270718232046,False,False,1991,BAL,330000,5.518513939877887,0.29724588540697194,1.9826492287183644
millira01,1991,2,141,483,57,127,17,2,16,70.0,0.0,5.0,84,108.0,4.0,2.0,0.0,2.0,23.0,0.2629399585921325,0.37302977232924694,0.4057971014492754,False,False,1992,BAL,1200000,6.079181246047625,-0.25237577805694755,0.5592734745781015
millira01,1992,3,137,462,71,111,21,1,11,53.0,0.0,1.0,106,81.0,0.0,4.0,0.0,5.0,15.0,0.24025974025974026,0.3830155979202773,0.36147186147186144,True,False,1993,CIN,635000,5.802773725291976,0.5654731176485148,3.6768263352259316
millira01,1993,4,83,234,30,64,11,1,6,29.0,0.0,2.0,46,49.0,0.0,1.0,0.0,1.0,3.0,0.27350427350427353,0.39361702127659576,0.405982905982906,True,False,1994,MON,600000,5.778151250383644,0.28138407843361435,1.911543028832477
milneed01,1984,2,117,336,44,78,8,4,7,29.0,21.0,13.0,51,50.0,3.0,2.0,4.0,4.0,2.0,0.23214285714285715,0.3333333333333333,0.34226190476190477,False,False,1985,CIN,300000,5.477121254719663,-0.1998909479121025,0.6311157988428097
milneed01,1985,3,145,453,82,115,19,7,3,33.0,35.0,13.0,61,31.0,3.0,1.0,2.0,3.0,3.0,0.25386313465783666,0.3416988416988417,0.3465783664459161,True,False,1986,CIN,350000,5.544068044350276,0.3371041784788238,2.1732224285309605
milneed01,1986,4,145,424,70,110,22,6,15,47.0,18.0,11.0,36,56.0,2.0,0.0,1.0,1.0,3.0,0.25943396226415094,0.31670281995661603,0.44575471698113206,True,False,1987,SFN,490000,5.690196080028514,0.2296033397625541,1.69669328001603
mirabdo01,2000,0,82,230,23,53,10,2,6,28.0,1.0,0.0,36,57.0,2.0,2.0,3.0,2.0,6.0,0.23043478260869565,0.337037037037037,0.3695652173913043,False,False,2001,TEX,295000,5.469822015978163,0.060878978256004856,1.1504797482899578
mirabdo01,2001,1,54,141,16,38,8,0,9,26.0,0.0,0.0,17,36.0,2.0,4.0,1.0,2.0,2.0,0.2695035460992908,0.3597560975609756,0.5177304964539007,False,False,2002,BOS,650000,5.812913356642856,-0.2196787876922457,0.6030054152463887
mirabdo01,2002,2,57,151,17,34,7,0,7,25.0,0.0,0.0,17,33.0,0.0,3.0,0.0,2.0,6.0,0.2251655629139073,0.31213872832369943,0.4105960264900662,False,False,2003,BOS,805000,5.905795880367869,-0.3554540395069665,0.4411090423153774
mirabdo01,2003,3,62,163,23,42,13,0,6,18.0,0.0,0.0,11,36.0,0.0,1.0,0.0,1.0,3.0,0.25766871165644173,0.3068181818181818,0.44785276073619634,True,False,2004,BOS,825000,5.9164539485499255,0.15257268530180834,1.4209300056214307
mirabdo01,2004,4,59,160,27,45,12,0,9,32.0,0.0,0.0,19,46.0,0.0,3.0,0.0,0.0,5.0,0.28125,0.36813186813186816,0.525,True,False,2005,BOS,1500000,6.176091259055681,0.014570003410468324,1.0341177757620135
mirabdo01,2005,5,50,136,16,31,7,0,6,18.0,2.0,0.0,14,48.0,0.0,2.0,0.0,0.0,2.0,0.22794117647058823,0.3092105263157895,0.4117647058823529,True,False,2006,SDN,1500000,6.176091259055681,-0.04521320797898287,0.9011286383522925
mirabdo01,2006,6,59,161,12,31,6,0,6,25.0,0.0,0.0,11,54.0,0.0,4.0,0.0,0.0,2.0,0.19254658385093168,0.26136363636363635,0.3416149068322981,False,True,2007,BOS,750000,5.8750612633917,0.3067549028640997,2.0265387054080617
mitchke01,1986,0,108,328,51,91,22,2,12,43.0,3.0,3.0,33,61.0,0.0,1.0,1.0,1.0,6.0,0.2774390243902439,0.3443526170798898,0.46646341463414637,False,False,1987,SDN,125000,5.096910013008056,0.5084364554659624,3.2243075147756954
mitchke01,1987,1,131,464,68,130,20,2,22,70.0,9.0,6.0,48,88.0,4.0,2.0,0.0,1.0,10.0,0.2801724137931034,0.34951456310679613,0.47413793103448276,False,False,1988,SFN,237500,5.375663613960885,0.41150545227372604,2.5793213458606257
mitchke01,1988,2,148,505,60,127,25,7,19,80.0,5.0,5.0,48,85.0,7.0,5.0,1.0,7.0,9.0,0.2514851485148515,0.3185840707964602,0.4415841584158416,False,False,1989,SFN,610000,5.785329835010767,-0.09304872316574819,0.8071444722481316
mitchke01,1989,3,154,543,100,158,34,6,47,125.0,3.0,4.0,87,115.0,32.0,3.0,0.0,7.0,6.0,0.29097605893186,0.3875,0.6353591160220995,True,False,1990,SFN,2083000,6.318689269947746,0.2747010967217385,1.8823531135945115
mitchke01,1990,4,140,524,90,152,24,2,35,93.0,4.0,7.0,58,87.0,9.0,2.0,0.0,5.0,8.0,0.2900763358778626,0.3599320882852292,0.5438931297709924,True,False,1991,SFN,3750000,6.574031267727719,-0.15350562002001222,0.7022542561035843
mitchke01,1991,5,113,371,52,95,13,1,27,69.0,2.0,3.0,43,57.0,8.0,5.0,0.0,4.0,6.0,0.2560646900269542,0.3380614657210402,0.5148247978436657,True,False,1992,SEA,3750000,6.574031267727719,-0.3203961522454799,0.4781936973391477
mitchke01,1992,6,99,360,48,103,24,0,9,67.0,0.0,2.0,35,46.0,4.0,3.0,0.0,4.0,4.0,0.2861111111111111,0.35074626865671643,0.42777777777777776,False,True,1993,CIN,3750000,6.574031267727719,-0.2515125152097868,0.5603862682924013
mitchke01,1993,7,93,323,56,110,21,3,19,64.0,1.0,0.0,25,48.0,4.0,1.0,0.0,4.0,14.0,0.34055727554179566,0.38526912181303113,0.6006191950464397,False,True,1994,CIN,3750000,6.574031267727719,-0.09569812703619363,0.8022354940481567
moellch01,2003,0,78,239,29,64,17,1,7,29.0,1.0,2.0,23,59.0,11.0,2.0,3.0,2.0,7.0,0.26778242677824265,0.33458646616541354,0.4351464435146444,False,False,2004,MIL,370000,5.568201724066995,0.05310957028405472,1.130080992383475
moellch01,2004,1,101,317,25,66,13,1,5,27.0,0.0,1.0,21,74.0,1.0,4.0,6.0,1.0,12.0,0.2082018927444795,0.2653061224489796,0.3028391167192429,False,False,2005,MIL,700000,5.845098040014257,-0.26063892836840363,0.5487329909220151
moellch01,2005,2,66,199,23,41,9,1,7,23.0,0.0,0.0,13,48.0,1.0,1.0,2.0,1.0,9.0,0.20603015075376885,0.2570093457943925,0.36683417085427134,False,False,2006,MIL,700000,5.845098040014257,-0.28312000672212534,0.5210507115135192
mohrdu01,2002,0,120,383,55,103,23,2,12,45.0,6.0,3.0,31,86.0,3.0,1.0,2.0,0.0,5.0,0.2689295039164491,0.3253012048192771,0.43342036553524804,False,False,2003,MIN,315000,5.498310553789601,0.17685847814157807,1.502652222847115
mohrdu01,2003,1,121,348,50,87,22,0,10,36.0,5.0,2.0,33,106.0,0.0,1.0,2.0,3.0,10.0,0.25,0.3142857142857143,0.3994252873563218,False,False,2004,SFN,342500,5.534660575828444,0.17938815145181408,1.5114303942395297
mohrdu01,2004,2,117,263,52,72,20,1,7,28.0,0.0,3.0,46,64.0,3.0,8.0,4.0,3.0,5.0,0.2737642585551331,0.39375,0.4372623574144487,False,False,2005,COL,950000,5.977723605288848,-0.39317147967176336,0.4044161778413819
molinbe01,2000,0,130,473,59,133,20,2,14,71.0,1.0,0.0,23,33.0,0.0,6.0,4.0,7.0,17.0,0.28118393234672306,0.3182711198428291,0.42071881606765327,False,False,2001,ANA,350000,5.544068044350276,0.1816044680063138,1.519163327465864
molinbe01,2001,1,96,325,31,85,11,0,6,40.0,0.0,1.0,16,51.0,3.0,8.0,2.0,4.0,8.0,0.26153846153846155,0.3087818696883853,0.3507692307692308,False,False,2002,ANA,350000,5.544068044350276,0.10459969133670377,1.2723297770504594
molinbe01,2002,2,122,428,34,105,18,0,5,47.0,0.0,0.0,15,34.0,3.0,4.0,6.0,6.0,15.0,0.24532710280373832,0.2737306843267108,0.32242990654205606,False,False,2003,ANA,1425000,6.153814864344529,-0.5583814695347504,0.27645123248412695
molinbe01,2003,3,119,409,37,115,24,0,14,71.0,1.0,1.0,13,31.0,2.0,2.0,2.0,4.0,17.0,0.28117359413202936,0.3037383177570093,0.44254278728606355,True,False,2004,ANA,2025000,6.306425027550687,-0.13315438957127856,0.7359454259745669
molinbe01,2004,4,97,337,36,93,13,0,10,54.0,0.0,1.0,18,35.0,1.0,2.0,2.0,4.0,18.0,0.27596439169139464,0.31301939058171746,0.4035608308605341,True,False,2005,LAA,3000000,6.477121254719663,-0.3170591947020842,0.4818821122127381
molinbe01,2005,5,119,410,45,121,17,0,15,69.0,0.0,2.0,27,41.0,2.0,1.0,5.0,6.0,14.0,0.2951219512195122,0.3355855855855856,0.44634146341463415,True,False,2006,TOR,4500000,6.653212513775344,-0.4832745412079156,0.3286438115339598
molinbe01,2006,6,117,433,44,123,20,1,19,57.0,1.0,1.0,19,47.0,1.0,4.0,0.0,2.0,15.0,0.2840646651270208,0.31877729257641924,0.4665127020785219,False,True,2007,SFN,4000000,6.6020599913279625,-0.15840278360916393,0.6943800206000837
molinbe01,2007,7,134,497,38,137,19,1,19,81.0,0.0,0.0,15,53.0,2.0,2.0,1.0,2.0,13.0,0.27565392354124746,0.29844961240310075,0.43259557344064387,False,True,2008,SFN,6250000,6.795880017344075,-0.43383019749152396,0.3682729345894026
molinbe01,2008,8,145,530,46,155,33,0,16,95.0,0.0,0.0,19,38.0,5.0,9.0,0.0,11.0,23.0,0.29245283018867924,0.3216168717047452,0.44528301886792454,False,True,2009,SFN,6500000,6.812913356642856,-0.24140161615336986,0.5735857903357763
molinbe01,2009,9,132,491,52,130,25,1,20,80.0,0.0,0.0,13,68.0,3.0,5.0,0.0,11.0,14.0,0.26476578411405294,0.2846153846153846,0.4419551934826884,False,True,2010,SFN,4500000,6.653212513775344,-0.13409863313007708,0.7343470707909605
